time	V(n001)	I(C1)	I(L1)	I(R1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.999999717180685e-10	2.500000e-12	5.000000e-05	4.170833e-21	-5.000000e-05
1.023999971065969e-09	2.561440e-12	5.120000e-05	4.273393e-21	-5.120000e-05
1.071999969761770e-09	2.687200e-12	5.360000e-05	4.483548e-21	-5.360000e-05
1.167999967153371e-09	2.956000e-12	5.840000e-05	4.935452e-21	-5.840000e-05
1.359999961936573e-09	3.562720e-12	6.800000e-05	5.979458e-21	-6.800000e-05
1.743999951502978e-09	5.052640e-12	8.719999e-05	8.738856e-21	-8.719999e-05
2.511999930635788e-09	9.138399e-12	1.256000e-04	1.782793e-20	-1.256000e-04
4.047999888901408e-09	2.173360e-11	2.024000e-04	5.736508e-20	-2.024000e-04
7.119999805432647e-09	6.461871e-11	3.560000e-04	2.784985e-19	-3.560000e-04
1.326399963849512e-08	2.211678e-10	6.632000e-04	1.741987e-18	-6.632000e-04
2.555199930462008e-08	8.173816e-10	1.277600e-03	1.237773e-17	-1.277600e-03
5.012799863686999e-08	3.142271e-09	2.506400e-03	9.347528e-17	-2.506400e-03
9.927999730136982e-08	1.232190e-08	4.964000e-03	7.269029e-16	-4.964000e-03
1.732310024771400e-07	3.751247e-08	8.661549e-03	3.798030e-15	-8.661549e-03
2.614526865733540e-07	8.544812e-08	1.307263e-02	1.283794e-14	-1.307263e-02
3.432805749877218e-07	1.473032e-07	1.716402e-02	2.870933e-14	-1.716402e-02
4.558036034075548e-07	2.596973e-07	2.279017e-02	6.687362e-14	-2.279017e-02
5.946356189989424e-07	4.419905e-07	2.973177e-02	1.480545e-13	-2.973177e-02
7.872488085282993e-07	7.747018e-07	3.936242e-02	3.433476e-13	-3.936242e-02
1.000000000000000e-06	1.250001e-06	4.999996e-02	7.023132e-13	-4.999996e-02
1.343110532122105e-06	2.107776e-06	4.999993e-02	1.662388e-12	-4.999993e-02
1.721292396340981e-06	3.053229e-06	4.999990e-02	3.288889e-12	-4.999990e-02
