time	V(n001)	I(C1)	I(L1)	I(R1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.999999717180685e-10	1.666667e-12	1.666667e-05	1.112222e-21	-1.666667e-05
1.023999971092636e-09	1.707627e-12	1.706667e-05	1.139571e-21	-1.706667e-05
1.071999969841770e-09	1.791467e-12	1.786667e-05	1.195613e-21	-1.786667e-05
1.167999967340038e-09	1.970666e-12	1.946667e-05	1.316121e-21	-1.946667e-05
1.359999962336573e-09	2.375147e-12	2.266667e-05	1.594522e-21	-2.266667e-05
1.743999952329645e-09	3.368426e-12	2.906666e-05	2.330362e-21	-2.906666e-05
2.511999932315788e-09	6.092266e-12	4.186666e-05	4.754115e-21	-4.186666e-05
4.047999892288074e-09	1.448907e-11	6.746667e-05	1.529735e-20	-6.746667e-05
7.119999812232647e-09	4.307914e-11	1.186667e-04	7.426626e-20	-1.186667e-04
1.326399965212179e-08	1.474452e-10	2.210667e-04	4.645297e-19	-2.210667e-04
2.555199933190009e-08	5.449210e-10	4.258666e-04	3.300727e-18	-4.258666e-04
5.012799869145667e-08	2.094847e-09	8.354665e-04	2.492674e-17	-8.354665e-04
9.927999741056983e-08	8.214598e-09	1.654666e-03	1.938408e-16	-1.654666e-03
1.975839948487962e-07	3.253369e-08	3.293066e-03	1.529097e-15	-3.293066e-03
2.881551175373959e-07	6.919529e-08	4.802583e-03	4.600357e-15	-4.802583e-03
3.922418964281441e-07	1.282122e-07	6.537361e-03	1.144957e-14	-6.537361e-03
5.095322707596552e-07	2.163533e-07	8.492197e-03	2.492103e-14	-8.492197e-03
6.755146394591827e-07	3.802672e-07	1.125856e-02	5.793064e-14	-1.125856e-02
8.834838668008900e-07	6.504533e-07	1.472471e-02	1.293835e-13	-1.472471e-02
1.000000000000000e-06	8.333332e-07	1.666664e-02	1.870120e-13	-1.666664e-02
1.233032266398220e-06	1.221720e-06	1.666663e-02	3.466435e-13	-1.666663e-02
1.588376073590435e-06	1.813957e-06	1.666661e-02	7.062135e-13	-1.666661e-02
2.145956285898429e-06	2.743254e-06	1.666657e-02	1.553218e-12	-1.666657e-02
3.261116710514418e-06	4.601840e-06	1.666651e-02	4.283538e-12	-1.666651e-02
5.491437559746394e-06	8.318994e-06	1.666639e-02	1.388941e-11	-1.666639e-02
9.952079258210349e-06	1.575322e-05	1.666614e-02	4.968192e-11	-1.666614e-02
1.887336265513826e-05	3.062133e-05	1.666564e-02	1.875888e-10	-1.666565e-02
2.000000000000000e-05	3.249895e-05	1.666558e-02	2.112933e-10	-1.666558e-02
2.063421925100154e-05	3.355591e-05	1.666555e-02	2.254812e-10	-1.666555e-02
2.190265775300461e-05	3.566982e-05	1.666548e-02	2.547507e-10	-1.666548e-02
2.443953475701075e-05	3.989763e-05	1.666534e-02	3.186525e-10	-1.666534e-02
2.951328876502303e-05	4.835314e-05	1.666505e-02	4.679068e-10	-1.666505e-02
3.966079678104760e-05	6.526373e-05	1.666449e-02	8.522161e-10	-1.666449e-02
5.995581281309673e-05	9.908320e-05	1.666336e-02	1.964024e-09	-1.666336e-02
1.005458448771950e-04	1.667153e-04	1.666110e-02	5.560280e-09	-1.666111e-02
1.817259090053915e-04	3.019519e-04	1.665658e-02	1.824242e-08	-1.665660e-02
2.817259090053915e-04	4.684898e-04	1.665101e-02	4.392381e-08	-1.665105e-02
3.817259090053915e-04	6.349719e-04	1.664542e-02	8.070586e-08	-1.664550e-02
4.817259090053915e-04	8.013982e-04	1.663982e-02	1.285849e-07	-1.663995e-02
5.817259090053915e-04	9.677684e-04	1.663422e-02	1.875571e-07	-1.663441e-02
6.817259090053916e-04	1.134083e-03	1.662861e-02	2.576188e-07	-1.662886e-02
7.817259090053916e-04	1.300341e-03	1.662298e-02	3.387662e-07	-1.662332e-02
8.817259090053917e-04	1.466542e-03	1.661735e-02	4.309956e-07	-1.661778e-02
9.817259090053917e-04	1.632687e-03	1.661171e-02	5.343032e-07	-1.661224e-02
1.081725909005392e-03	1.798776e-03	1.660606e-02	6.486853e-07	-1.660671e-02
1.181725909005392e-03	1.964809e-03	1.660040e-02	7.741380e-07	-1.660117e-02
1.281725909005392e-03	2.130784e-03	1.659473e-02	9.106577e-07	-1.659564e-02
1.381725909005392e-03	2.296703e-03	1.658905e-02	1.058241e-06	-1.659011e-02
1.481725909005392e-03	2.462565e-03	1.658336e-02	1.216883e-06	-1.658458e-02
1.581725909005392e-03	2.628370e-03	1.657767e-02	1.386581e-06	-1.657905e-02
1.681725909005392e-03	2.794119e-03	1.657196e-02	1.567330e-06	-1.657353e-02
1.781725909005392e-03	2.959809e-03	1.656625e-02	1.759128e-06	-1.656801e-02
1.881725909005392e-03	3.125443e-03	1.656052e-02	1.961969e-06	-1.656249e-02
1.981725909005392e-03	3.291020e-03	1.655479e-02	2.175851e-06	-1.655697e-02
2.081725909005392e-03	3.456539e-03	1.654905e-02	2.400770e-06	-1.655145e-02
2.181725909005392e-03	3.622001e-03	1.654330e-02	2.636721e-06	-1.654593e-02
2.281725909005391e-03	3.787405e-03	1.653754e-02	2.883701e-06	-1.654042e-02
2.381725909005391e-03	3.952751e-03	1.653177e-02	3.141706e-06	-1.653491e-02
2.481725909005391e-03	4.118040e-03	1.652599e-02	3.410732e-06	-1.652940e-02
2.581725909005391e-03	4.283271e-03	1.652020e-02	3.690776e-06	-1.652389e-02
2.681725909005391e-03	4.448444e-03	1.651440e-02	3.981832e-06	-1.651839e-02
2.781725909005391e-03	4.613559e-03	1.650860e-02	4.283899e-06	-1.651288e-02
2.881725909005390e-03	4.778616e-03	1.650278e-02	4.596971e-06	-1.650738e-02
2.981725909005390e-03	4.943615e-03	1.649696e-02	4.921045e-06	-1.650188e-02
3.081725909005390e-03	5.108555e-03	1.649113e-02	5.256117e-06	-1.649638e-02
3.181725909005390e-03	5.273438e-03	1.648528e-02	5.602183e-06	-1.649089e-02
3.281725909005390e-03	5.438261e-03	1.647943e-02	5.959239e-06	-1.648539e-02
3.381725909005390e-03	5.603026e-03	1.647357e-02	6.327282e-06	-1.647990e-02
3.481725909005389e-03	5.767732e-03	1.646770e-02	6.706307e-06	-1.647441e-02
