time	V(n001)	I(C1)	I(L1)	I(R1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.999999717180685e-10	5.000000e-12	1.000000e-04	1.001000e-20	-1.000000e-04
1.023999971119302e-09	5.122880e-12	1.024000e-04	1.025614e-20	-1.024000e-04
1.071999969921769e-09	5.374400e-12	1.072000e-04	1.076052e-20	-1.072000e-04
1.167999967526704e-09	5.912000e-12	1.168000e-04	1.184509e-20	-1.168000e-04
1.359999962736573e-09	7.125440e-12	1.360000e-04	1.435070e-20	-1.360000e-04
1.743999953156312e-09	1.010528e-11	1.744000e-04	2.097326e-20	-1.744000e-04
2.511999933995788e-09	1.827680e-11	2.512000e-04	4.278704e-20	-2.512000e-04
4.047999895674742e-09	4.346720e-11	4.048000e-04	1.376762e-19	-4.048000e-04
7.119999819032650e-09	1.292374e-10	7.119999e-04	6.683963e-19	-7.119999e-04
1.326399966574847e-08	4.423356e-10	1.326400e-03	4.180767e-18	-1.326400e-03
2.555199935918010e-08	1.634763e-09	2.555200e-03	2.970654e-17	-2.555200e-03
5.012799874604336e-08	6.284541e-09	5.012799e-03	2.243407e-16	-5.012799e-03
9.927999751976987e-08	2.464379e-08	9.927997e-03	1.744567e-15	-9.927997e-03
1.616621571290193e-07	6.533912e-08	1.616621e-02	7.357976e-15	-1.616621e-02
2.310703302581921e-07	1.334862e-07	2.310702e-02	2.115821e-14	-2.310702e-02
2.978997831471443e-07	2.218631e-07	2.978996e-02	4.490619e-14	-2.978996e-02
3.974777636973955e-07	3.949737e-07	3.974774e-02	1.063299e-13	-3.974774e-02
5.170804822674532e-07	6.684325e-07	5.170798e-02	2.335167e-13	-5.170798e-02
6.866522424437544e-07	1.178729e-06	6.866511e-02	5.467442e-13	-6.866511e-02
8.980936989356154e-07	2.016430e-06	8.980917e-02	1.222335e-12	-8.980917e-02
1.000000000000000e-06	2.499998e-06	9.999975e-02	1.682589e-12	-9.999975e-02
1.203812602128769e-06	3.519058e-06	9.999965e-02	2.909350e-12	-9.999965e-02
1.562396961908403e-06	5.311972e-06	9.999947e-02	6.076023e-12	-9.999947e-02
2.094764545882199e-06	7.973792e-06	9.999920e-02	1.314894e-11	-9.999920e-02
3.159499713829793e-06	1.329741e-05	9.999867e-02	3.579715e-11	-9.999867e-02
5.288970049724979e-06	2.394457e-05	9.999760e-02	1.151029e-10	-9.999760e-02
9.547910721515351e-06	4.523853e-05	9.999548e-02	4.097496e-10	-9.999548e-02
1.806579206509609e-05	8.782510e-05	9.999122e-02	1.543170e-09	-9.999122e-02
2.000000000000000e-05	9.749525e-05	9.999025e-02	1.901618e-09	-9.999025e-02
2.072378066802196e-05	1.011138e-04	9.998988e-02	2.047986e-09	-9.998989e-02
2.217134200406588e-05	1.083508e-04	9.998916e-02	2.351199e-09	-9.998917e-02
2.506646467615371e-05	1.228248e-04	9.998772e-02	3.020481e-09	-9.998772e-02
3.085671002032937e-05	1.517720e-04	9.998482e-02	4.610464e-09	-9.998482e-02
4.243720070868070e-05	2.096640e-04	9.997903e-02	8.796071e-09	-9.997904e-02
6.559818208538336e-05	3.254379e-04	9.996744e-02	2.118955e-08	-9.996746e-02
1.119201448387887e-04	5.569455e-04	9.994424e-02	6.206328e-08	-9.994431e-02
2.045640703455993e-04	1.019799e-03	9.989781e-02	2.081391e-07	-9.989802e-02
3.045640703455993e-04	1.519163e-03	9.984762e-02	4.620352e-07	-9.984808e-02
4.045640703455993e-04	2.018275e-03	9.979735e-02	8.157789e-07	-9.979817e-02
5.045640703455992e-04	2.517136e-03	9.974702e-02	1.269320e-06	-9.974828e-02
6.045640703455993e-04	3.015745e-03	9.969661e-02	1.822608e-06	-9.969842e-02
7.045640703455993e-04	3.514102e-03	9.964611e-02	2.475592e-06	-9.964859e-02
8.045640703455994e-04	4.012206e-03	9.959555e-02	3.228222e-06	-9.959878e-02
9.045640703455994e-04	4.510058e-03	9.954491e-02	4.080448e-06	-9.954900e-02
1.004564070345599e-03	5.007655e-03	9.949420e-02	5.032218e-06	-9.949923e-02
1.104564070345600e-03	5.504999e-03	9.944341e-02	6.083483e-06	-9.944950e-02
1.204564070345600e-03	6.002089e-03	9.939256e-02	7.234190e-06	-9.939979e-02
1.304564070345600e-03	6.498924e-03	9.934162e-02	8.484290e-06	-9.935011e-02
1.404564070345600e-03	6.995505e-03	9.929062e-02	9.833731e-06	-9.930045e-02
1.504564070345600e-03	7.491831e-03	9.923954e-02	1.128246e-05	-9.925082e-02
1.604564070345600e-03	7.987901e-03	9.918838e-02	1.283043e-05	-9.920121e-02
1.704564070345600e-03	8.483714e-03	9.913715e-02	1.447759e-05	-9.915163e-02
1.804564070345600e-03	8.979272e-03	9.908585e-02	1.622389e-05	-9.910207e-02
1.904564070345600e-03	9.474573e-03	9.903447e-02	1.806927e-05	-9.905254e-02
2.004564070345600e-03	9.969616e-03	9.898303e-02	2.001368e-05	-9.900304e-02
2.104564070345600e-03	1.046440e-02	9.893151e-02	2.205708e-05	-9.895356e-02
2.204564070345600e-03	1.095893e-02	9.887991e-02	2.419941e-05	-9.890411e-02
2.304564070345599e-03	1.145320e-02	9.882824e-02	2.644062e-05	-9.885468e-02
2.404564070345599e-03	1.194721e-02	9.877650e-02	2.878065e-05	-9.880528e-02
2.504564070345599e-03	1.244097e-02	9.872469e-02	3.121946e-05	-9.875590e-02
2.604564070345599e-03	1.293446e-02	9.867280e-02	3.375700e-05	-9.870655e-02
2.704564070345599e-03	1.342769e-02	9.862084e-02	3.639321e-05	-9.865723e-02
2.804564070345599e-03	1.392067e-02	9.856880e-02	3.912804e-05	-9.860794e-02
2.904564070345598e-03	1.441338e-02	9.851670e-02	4.196144e-05	-9.855866e-02
3.004564070345598e-03	1.490583e-02	9.846453e-02	4.489335e-05	-9.850942e-02
3.104564070345598e-03	1.539803e-02	9.841228e-02	4.792373e-05	-9.846020e-02
3.204564070345598e-03	1.588996e-02	9.835995e-02	5.105251e-05	-9.841100e-02
3.304564070345598e-03	1.638163e-02	9.830756e-02	5.427966e-05	-9.836183e-02
3.404564070345598e-03	1.687303e-02	9.825509e-02	5.760512e-05	-9.831270e-02
3.504564070345597e-03	1.736418e-02	9.820256e-02	6.102883e-05	-9.826358e-02
3.604564070345597e-03	1.785506e-02	9.814994e-02	6.455074e-05	-9.821449e-02
3.704564070345597e-03	1.834568e-02	9.809726e-02	6.817080e-05	-9.816543e-02
3.804564070345597e-03	1.883603e-02	9.804451e-02	7.188896e-05	-9.811640e-02
3.904564070345597e-03	1.932612e-02	9.799168e-02	7.570515e-05	-9.806739e-02
