time	V(n001)	I(C1)	I(L1)	I(R1)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.999999717180685e-10	9.999999e-13	5.000000e-05	2.002000e-21	-5.000000e-05
1.023999971071302e-09	1.024576e-12	5.120000e-05	2.051229e-21	-5.120000e-05
1.071999969777769e-09	1.074880e-12	5.360000e-05	2.152103e-21	-5.360000e-05
1.167999967190704e-09	1.182400e-12	5.840000e-05	2.369017e-21	-5.840000e-05
1.359999962016573e-09	1.425088e-12	6.800000e-05	2.870140e-21	-6.800000e-05
1.743999951668311e-09	2.021056e-12	8.719999e-05	4.194651e-21	-8.719999e-05
2.511999930971787e-09	3.655360e-12	1.256000e-04	8.557407e-21	-1.256000e-04
4.047999889578740e-09	8.693439e-12	2.024000e-04	2.753524e-20	-2.024000e-04
7.119999806792646e-09	2.584749e-11	3.560000e-04	1.336793e-19	-3.560000e-04
1.326399964122046e-08	8.846713e-11	6.632000e-04	8.361535e-19	-6.632000e-04
2.555199931007608e-08	3.269526e-10	1.277600e-03	5.941308e-18	-1.277600e-03
5.012799864778732e-08	1.256908e-09	2.506400e-03	4.486814e-17	-2.506400e-03
9.927999732320981e-08	4.928759e-09	4.963999e-03	3.489134e-16	-4.963999e-03
1.975839946740548e-07	1.952021e-08	9.879198e-03	2.752374e-15	-9.879198e-03
3.145108026445994e-07	4.945901e-08	1.572553e-02	1.081795e-14	-1.572553e-02
4.288349953248877e-07	9.195020e-08	2.144174e-02	2.698453e-14	-2.144174e-02
5.613488154812481e-07	1.575567e-07	2.806742e-02	6.004778e-14	-2.806742e-02
7.394489605101882e-07	2.733927e-07	3.697242e-02	1.368002e-13	-3.697242e-02
9.709149891682774e-07	4.713382e-07	4.854570e-02	3.091805e-13	-4.854570e-02
1.000000000000000e-06	5.000002e-07	4.999995e-02	3.374319e-13	-4.999995e-02
1.279927221605240e-06	7.799270e-07	4.999992e-02	6.957189e-13	-4.999992e-02
1.562401793613805e-06	1.062401e-06	4.999989e-02	1.216130e-12	-4.999989e-02
2.127350937630935e-06	1.627349e-06	4.999984e-02	2.735703e-12	-4.999984e-02
3.257249225665194e-06	2.757242e-06	4.999973e-02	7.689847e-12	-4.999973e-02
5.517045801733713e-06	5.017021e-06	4.999950e-02	2.525810e-11	-4.999950e-02
1.003663895387075e-05	9.536549e-06	4.999905e-02	9.103433e-11	-4.999905e-02
1.907582525814482e-05	1.857548e-05	4.999814e-02	3.451442e-10	-4.999814e-02
2.000000000000000e-05	1.949962e-05	4.999805e-02	3.803323e-10	-4.999805e-02
2.060901818108632e-05	2.010861e-05	4.999799e-02	4.048253e-10	-4.999799e-02
2.182705454325897e-05	2.132660e-05	4.999787e-02	4.552949e-10	-4.999787e-02
2.426312726760426e-05	2.376256e-05	4.999762e-02	5.651354e-10	-4.999762e-02
2.913527271629483e-05	2.863445e-05	4.999714e-02	8.204212e-10	-4.999714e-02
3.887956361367598e-05	3.837809e-05	4.999616e-02	1.473411e-09	-4.999616e-02
5.836814540843828e-05	5.786480e-05	4.999421e-02	3.349048e-09	-4.999422e-02
9.734530899796289e-05	9.683592e-05	4.999031e-02	9.378843e-09	-4.999031e-02
1.752996361770121e-04	1.747691e-04	4.998249e-02	3.055162e-08	-4.998252e-02
2.752996361770121e-04	2.747240e-04	4.997245e-02	7.550091e-08	-4.997253e-02
3.752996361770121e-04	3.746588e-04	4.996239e-02	1.404392e-07	-4.996254e-02
4.752996361770120e-04	4.745735e-04	4.995232e-02	2.253624e-07	-4.995254e-02
5.752996361770120e-04	5.744681e-04	4.994222e-02	3.302665e-07	-4.994255e-02
6.752996361770120e-04	6.743424e-04	4.993211e-02	4.551475e-07	-4.993257e-02
7.752996361770120e-04	7.741965e-04	4.992198e-02	6.000013e-07	-4.992258e-02
8.752996361770121e-04	8.740303e-04	4.991183e-02	7.648238e-07	-4.991260e-02
9.752996361770121e-04	9.738439e-04	4.990166e-02	9.496110e-07	-4.990261e-02
1.075299636177012e-03	1.073637e-03	4.989148e-02	1.154359e-06	-4.989264e-02
1.175299636177012e-03	1.173410e-03	4.988128e-02	1.379063e-06	-4.988266e-02
1.275299636177012e-03	1.273162e-03	4.987106e-02	1.623720e-06	-4.987269e-02
1.375299636177012e-03	1.372894e-03	4.986082e-02	1.888325e-06	-4.986271e-02
1.475299636177012e-03	1.472605e-03	4.985057e-02	2.172875e-06	-4.985274e-02
1.575299636177012e-03	1.572296e-03	4.984029e-02	2.477365e-06	-4.984277e-02
1.675299636177012e-03	1.671967e-03	4.983000e-02	2.801791e-06	-4.983280e-02
1.775299636177012e-03	1.771616e-03	4.981969e-02	3.146148e-06	-4.982284e-02
1.875299636177013e-03	1.871245e-03	4.980937e-02	3.510434e-06	-4.981288e-02
1.975299636177012e-03	1.970854e-03	4.979902e-02	3.894643e-06	-4.980291e-02
2.075299636177012e-03	2.070441e-03	4.978866e-02	4.298771e-06	-4.979296e-02
2.175299636177012e-03	2.170008e-03	4.977828e-02	4.722815e-06	-4.978300e-02
2.275299636177012e-03	2.269554e-03	4.976788e-02	5.166771e-06	-4.977304e-02
2.375299636177012e-03	2.369080e-03	4.975746e-02	5.630633e-06	-4.976309e-02
2.475299636177011e-03	2.468584e-03	4.974703e-02	6.114398e-06	-4.975314e-02
2.575299636177011e-03	2.568068e-03	4.973657e-02	6.618062e-06	-4.974319e-02
2.675299636177011e-03	2.667530e-03	4.972611e-02	7.141621e-06	-4.973325e-02
2.775299636177011e-03	2.766972e-03	4.971562e-02	7.685069e-06	-4.972330e-02
2.875299636177011e-03	2.866393e-03	4.970511e-02	8.248405e-06	-4.971336e-02
2.975299636177011e-03	2.965793e-03	4.969459e-02	8.831621e-06	-4.970342e-02
3.075299636177010e-03	3.065171e-03	4.968405e-02	9.434716e-06	-4.969348e-02
3.175299636177010e-03	3.164529e-03	4.967349e-02	1.005768e-05	-4.968355e-02
3.275299636177010e-03	3.263865e-03	4.966291e-02	1.070052e-05	-4.967361e-02
3.375299636177010e-03	3.363180e-03	4.965232e-02	1.136322e-05	-4.966368e-02
3.475299636177010e-03	3.462475e-03	4.964171e-02	1.204579e-05	-4.965375e-02
3.575299636177010e-03	3.561747e-03	4.963108e-02	1.274821e-05	-4.964383e-02
3.675299636177009e-03	3.660999e-03	4.962043e-02	1.347048e-05	-4.963390e-02
3.775299636177009e-03	3.760229e-03	4.960977e-02	1.421260e-05	-4.962398e-02
3.875299636177009e-03	3.859438e-03	4.959908e-02	1.497456e-05	-4.961406e-02
3.975299636177009e-03	3.958625e-03	4.958838e-02	1.575637e-05	-4.960414e-02
4.075299636177010e-03	4.057792e-03	4.957766e-02	1.655800e-05	-4.959422e-02
4.175299636177010e-03	4.156936e-03	4.956693e-02	1.737947e-05	-4.958431e-02
4.275299636177010e-03	4.256059e-03	4.955617e-02	1.822077e-05	-4.957439e-02
4.375299636177010e-03	4.355161e-03	4.954540e-02	1.908189e-05	-4.956448e-02
4.475299636177011e-03	4.454241e-03	4.953461e-02	1.996282e-05	-4.955458e-02
4.575299636177011e-03	4.553299e-03	4.952381e-02	2.086357e-05	-4.954467e-02
4.675299636177011e-03	4.652336e-03	4.951298e-02	2.178413e-05	-4.953477e-02
4.775299636177011e-03	4.751351e-03	4.950214e-02	2.272450e-05	-4.952487e-02
4.875299636177012e-03	4.850344e-03	4.949128e-02	2.368466e-05	-4.951496e-02
4.975299636177012e-03	4.949316e-03	4.948040e-02	2.466462e-05	-4.950507e-02
5.075299636177012e-03	5.048266e-03	4.946951e-02	2.566438e-05	-4.949517e-02
5.175299636177013e-03	5.147194e-03	4.945860e-02	2.668392e-05	-4.948528e-02
5.275299636177013e-03	5.246100e-03	4.944767e-02	2.772324e-05	-4.947539e-02
5.375299636177013e-03	5.344985e-03	4.943672e-02	2.878234e-05	-4.946550e-02
5.475299636177013e-03	5.443847e-03	4.942575e-02	2.986122e-05	-4.945562e-02
5.575299636177014e-03	5.542688e-03	4.941477e-02	3.095987e-05	-4.944573e-02
