time,V,IC,IL,IR,R,L,C,vs
0.0,0.0,0.0,0.0,0.0,10,0.5,0.05,0.5
9.999999717180683e-10,9.999999e-13,5e-05,2.002e-21,-5e-05,10,0.5,0.05,0.5
1.023999971071302e-09,1.024576e-12,5.12e-05,2.051229e-21,-5.12e-05,10,0.5,0.05,0.5
1.071999969777769e-09,1.07488e-12,5.36e-05,2.152103e-21,-5.36e-05,10,0.5,0.05,0.5
1.167999967190704e-09,1.1824e-12,5.84e-05,2.369017e-21,-5.84e-05,10,0.5,0.05,0.5
1.359999962016573e-09,1.425088e-12,6.8e-05,2.87014e-21,-6.8e-05,10,0.5,0.05,0.5
1.743999951668311e-09,2.021056e-12,8.719999e-05,4.194651e-21,-8.719999e-05,10,0.5,0.05,0.5
2.511999930971787e-09,3.65536e-12,0.0001256,8.557407e-21,-0.0001256,10,0.5,0.05,0.5
4.04799988957874e-09,8.693439e-12,0.0002024,2.753524e-20,-0.0002024,10,0.5,0.05,0.5
7.119999806792646e-09,2.584749e-11,0.000356,1.336793e-19,-0.000356,10,0.5,0.05,0.5
1.3263999641220462e-08,8.846713e-11,0.0006632,8.361534999999999e-19,-0.0006632,10,0.5,0.05,0.5
2.5551999310076083e-08,3.269526e-10,0.0012776,5.941308e-18,-0.0012776,10,0.5,0.05,0.5
5.012799864778732e-08,1.256908e-09,0.0025064,4.4868140000000004e-17,-0.0025064,10,0.5,0.05,0.5
9.927999732320981e-08,4.928759e-09,0.004963999,3.489134e-16,-0.004963999,10,0.5,0.05,0.5
1.975839946740548e-07,1.952021e-08,0.009879198,2.752374e-15,-0.009879198,10,0.5,0.05,0.5
3.145108026445994e-07,4.945901e-08,0.01572553,1.081795e-14,-0.01572553,10,0.5,0.05,0.5
4.288349953248877e-07,9.19502e-08,0.02144174,2.698453e-14,-0.02144174,10,0.5,0.05,0.5
5.613488154812481e-07,1.575567e-07,0.02806742,6.004778e-14,-0.02806742,10,0.5,0.05,0.5
7.394489605101882e-07,2.733927e-07,0.03697242,1.368002e-13,-0.03697242,10,0.5,0.05,0.5
9.709149891682774e-07,4.713382e-07,0.0485457,3.091805e-13,-0.0485457,10,0.5,0.05,0.5
1e-06,5.000002e-07,0.04999995,3.374319e-13,-0.04999995,10,0.5,0.05,0.5
1.27992722160524e-06,7.79927e-07,0.04999992,6.957189e-13,-0.04999992,10,0.5,0.05,0.5
1.562401793613805e-06,1.062401e-06,0.04999989,1.21613e-12,-0.04999989,10,0.5,0.05,0.5
2.127350937630935e-06,1.627349e-06,0.04999984,2.735703e-12,-0.04999984,10,0.5,0.05,0.5
3.257249225665194e-06,2.757242e-06,0.04999973,7.689847e-12,-0.04999973,10,0.5,0.05,0.5
5.517045801733713e-06,5.017021e-06,0.0499995,2.52581e-11,-0.0499995,10,0.5,0.05,0.5
1.003663895387075e-05,9.536549e-06,0.04999905,9.103433e-11,-0.04999905,10,0.5,0.05,0.5
1.907582525814482e-05,1.857548e-05,0.04999814,3.451442e-10,-0.04999814,10,0.5,0.05,0.5
2e-05,1.949962e-05,0.04999805,3.803323e-10,-0.04999805,10,0.5,0.05,0.5
2.060901818108632e-05,2.010861e-05,0.04999799,4.048253e-10,-0.04999799,10,0.5,0.05,0.5
2.182705454325897e-05,2.13266e-05,0.04999787,4.552949e-10,-0.04999787,10,0.5,0.05,0.5
2.426312726760426e-05,2.376256e-05,0.04999762,5.651354e-10,-0.04999762,10,0.5,0.05,0.5
2.913527271629483e-05,2.863445e-05,0.04999714,8.204212e-10,-0.04999714,10,0.5,0.05,0.5
3.887956361367598e-05,3.837809e-05,0.04999616,1.473411e-09,-0.04999616,10,0.5,0.05,0.5
5.836814540843828e-05,5.78648e-05,0.04999421,3.349048e-09,-0.04999422,10,0.5,0.05,0.5
9.734530899796287e-05,9.683592e-05,0.04999031,9.378843e-09,-0.04999031,10,0.5,0.05,0.5
0.000175299636177,0.0001747691,0.04998249,3.055162e-08,-0.04998252,10,0.5,0.05,0.5
0.000275299636177,0.000274724,0.04997245,7.550091e-08,-0.04997253,10,0.5,0.05,0.5
0.000375299636177,0.0003746588,0.04996239,1.404392e-07,-0.04996254,10,0.5,0.05,0.5
0.000475299636177,0.0004745735,0.04995232,2.253624e-07,-0.04995254,10,0.5,0.05,0.5
0.000575299636177,0.0005744681,0.04994222,3.302665e-07,-0.04994255,10,0.5,0.05,0.5
0.000675299636177,0.0006743424,0.04993211,4.551475e-07,-0.04993257,10,0.5,0.05,0.5
0.000775299636177,0.0007741965,0.04992198,6.000013e-07,-0.04992258,10,0.5,0.05,0.5
0.000875299636177,0.0008740303,0.04991183,7.648238e-07,-0.0499126,10,0.5,0.05,0.5
0.000975299636177,0.0009738439,0.04990166,9.49611e-07,-0.04990261,10,0.5,0.05,0.5
0.001075299636177,0.001073637,0.04989148,1.154359e-06,-0.04989264,10,0.5,0.05,0.5
0.001175299636177,0.00117341,0.04988128,1.379063e-06,-0.04988266,10,0.5,0.05,0.5
0.001275299636177,0.001273162,0.04987106,1.62372e-06,-0.04987269,10,0.5,0.05,0.5
0.001375299636177,0.001372894,0.04986082,1.888325e-06,-0.04986271,10,0.5,0.05,0.5
0.001475299636177,0.001472605,0.04985057,2.172875e-06,-0.04985274,10,0.5,0.05,0.5
0.001575299636177,0.001572296,0.04984029,2.477365e-06,-0.04984277,10,0.5,0.05,0.5
0.001675299636177,0.001671967,0.04983,2.801791e-06,-0.0498328,10,0.5,0.05,0.5
0.001775299636177,0.001771616,0.04981969,3.146148e-06,-0.04982284,10,0.5,0.05,0.5
0.001875299636177,0.001871245,0.04980937,3.510434e-06,-0.04981288,10,0.5,0.05,0.5
0.001975299636177,0.001970854,0.04979902,3.894643e-06,-0.04980291,10,0.5,0.05,0.5
0.002075299636177,0.002070441,0.04978866,4.298771e-06,-0.04979296,10,0.5,0.05,0.5
0.002175299636177,0.002170008,0.04977828,4.722815e-06,-0.049783,10,0.5,0.05,0.5
0.002275299636177,0.002269554,0.04976788,5.166771e-06,-0.04977304,10,0.5,0.05,0.5
0.002375299636177,0.00236908,0.04975746,5.630633e-06,-0.04976309,10,0.5,0.05,0.5
0.002475299636177,0.002468584,0.04974703,6.114398e-06,-0.04975314,10,0.5,0.05,0.5
0.002575299636177,0.002568068,0.04973657,6.618062e-06,-0.04974319,10,0.5,0.05,0.5
0.002675299636177,0.00266753,0.04972611,7.141621e-06,-0.04973325,10,0.5,0.05,0.5
0.002775299636177,0.002766972,0.04971562,7.685069e-06,-0.0497233,10,0.5,0.05,0.5
0.002875299636177,0.002866393,0.04970511,8.248405e-06,-0.04971336,10,0.5,0.05,0.5
0.002975299636177,0.002965793,0.04969459,8.831621e-06,-0.04970342,10,0.5,0.05,0.5
0.003075299636177,0.003065171,0.04968405,9.434716e-06,-0.04969348,10,0.5,0.05,0.5
0.003175299636177,0.003164529,0.04967349,1.005768e-05,-0.04968355,10,0.5,0.05,0.5
0.003275299636177,0.003263865,0.04966291,1.070052e-05,-0.04967361,10,0.5,0.05,0.5
0.003375299636177,0.00336318,0.04965232,1.136322e-05,-0.04966368,10,0.5,0.05,0.5
0.003475299636177,0.003462475,0.04964171,1.204579e-05,-0.04965375,10,0.5,0.05,0.5
0.003575299636177,0.003561747,0.04963108,1.274821e-05,-0.04964383,10,0.5,0.05,0.5
0.003675299636177,0.003660999,0.04962043,1.347048e-05,-0.0496339,10,0.5,0.05,0.5
